2.544567290191566281e+05,4.091882756009786855e+06,1.215000000000000000e+02
2.544792114635439939e+05,4.091852077902402729e+06,1.209000000000000057e+02
2.545017353321384289e+05,4.091820539760430343e+06,1.164000000000000057e+02
2.545245084207537293e+05,4.091789516822822392e+06,1.185999999999999943e+02
2.545478149590313260e+05,4.091759827645444777e+06,1.164000000000000057e+02
2.545721111437688232e+05,4.091731348564264365e+06,1.185000000000000000e+02
2.545975149845802225e+05,4.091703599654037505e+06,1.152999999999999972e+02
2.546235234757012222e+05,4.091676026871327311e+06,1.142000000000000028e+02
2.546492986706474330e+05,4.091648133563260548e+06,1.114000000000000057e+02
2.546738073294974747e+05,4.091619749302506912e+06,1.064000000000000057e+02
2.546964032569457486e+05,4.091590808569840156e+06,9.790000000000000568e+01
2.547172969244717679e+05,4.091561093954424374e+06,9.120000000000000284e+01
2.547374329951054533e+05,4.091530325885882601e+06,9.190000000000000568e+01
2.547576328046081180e+05,4.091499095220984425e+06,9.890000000000000568e+01
2.547786693521151028e+05,4.091468447126954328e+06,1.095999999999999943e+02
2.548014385414840654e+05,4.091438977918952703e+06,1.092999999999999972e+02
2.548264594330748077e+05,4.091410757121343631e+06,1.082999999999999972e+02
2.548531960775073676e+05,4.091383614255795255e+06,1.057000000000000028e+02
2.548801626441120170e+05,4.091357119916031137e+06,8.909999999999999432e+01
2.549060229050938506e+05,4.091330683849417605e+06,8.759999999999999432e+01
2.549305792449111759e+05,4.091303875106020365e+06,8.770000000000000284e+01
2.549541241267034202e+05,4.091277027967299335e+06,8.790000000000000568e+01
2.549775497378925211e+05,4.091250434404845815e+06,8.820000000000000284e+01
2.550020741534173430e+05,4.091224290252567735e+06,8.920000000000000284e+01
2.550284799786650401e+05,4.091198578667483293e+06,9.050000000000000000e+01
2.550562144396941003e+05,4.091173402934348211e+06,9.079999999999999716e+01
2.550840039307789120e+05,4.091148233279553242e+06,9.100000000000000000e+01
2.551114188264812401e+05,4.091122044940310996e+06,9.129999999999999716e+01
2.551386767732125882e+05,4.091094417318357155e+06,9.109999999999999432e+01
2.551659179492381809e+05,4.091065884659188334e+06,9.090000000000000568e+01
2.551925956061914039e+05,4.091037549310808536e+06,9.140000000000000568e+01
2.552185396496047615e+05,4.091009853803585749e+06,9.100000000000000000e+01
2.552438586374752340e+05,4.090982825944396667e+06,9.170000000000000284e+01
2.552691575935992296e+05,4.090955908016806934e+06,9.140000000000000568e+01
2.552952908951607824e+05,4.090928378318093251e+06,8.920000000000000284e+01
2.553223485630273062e+05,4.090900546280091163e+06,8.990000000000000568e+01
2.553498517834471422e+05,4.090873309136737138e+06,9.120000000000000284e+01
2.553771725726552831e+05,4.090847365846192464e+06,9.170000000000000284e+01
2.554045604604381078e+05,4.090822123049318790e+06,8.929999999999999716e+01
2.554324125442534860e+05,4.090796326980464626e+06,8.850000000000000000e+01
2.554603468523384654e+05,4.090769474431023933e+06,8.790000000000000568e+01
2.554874336519848730e+05,4.090741945983028505e+06,8.790000000000000568e+01
2.555133427301401971e+05,4.090714321922200732e+06,8.800000000000000000e+01
2.555385408310994681e+05,4.090686689034519717e+06,8.800000000000000000e+01
2.555635799724215467e+05,4.090658795734482352e+06,8.800000000000000000e+01
2.555886016674979182e+05,4.090630348719128873e+06,8.879999999999999716e+01
2.556134244992494641e+05,4.090601306862347294e+06,9.059999999999999432e+01
2.556376597835913417e+05,4.090572010284813121e+06,9.170000000000000284e+01
2.556615442340372247e+05,4.090542763797233813e+06,9.059999999999999432e+01
2.556859553234698542e+05,4.090513578797718976e+06,9.029999999999999716e+01
2.557116773293060833e+05,4.090484180774077773e+06,9.079999999999999716e+01
2.557388163707168424e+05,4.090454644451432861e+06,9.090000000000000568e+01
2.557669243777140218e+05,4.090425475760347210e+06,9.100000000000000000e+01
2.557953809056137979e+05,4.090397115799621213e+06,9.120000000000000284e+01
2.558234754900605476e+05,4.090369696236662101e+06,9.140000000000000568e+01
2.558511965344524651e+05,4.090342538258315995e+06,9.159999999999999432e+01
2.558783393289713131e+05,4.090315172106119338e+06,9.170000000000000284e+01
2.559045373837644875e+05,4.090287585901646409e+06,9.179999999999999716e+01
2.559298523054213438e+05,4.090259746477856301e+06,9.200000000000000000e+01
2.559547388264515903e+05,4.090231545834282879e+06,9.200000000000000000e+01
2.559793153612121823e+05,4.090203511093005072e+06,9.209999999999999432e+01
2.560038250194194843e+05,4.090176212288837880e+06,9.220000000000000284e+01
2.560289574859156855e+05,4.090149541829161346e+06,8.829999999999999716e+01
2.560552772291970614e+05,4.090123146252788138e+06,8.400000000000000000e+01
2.560827077131854603e+05,4.090096957710671704e+06,8.390000000000000568e+01
2.561103517105330538e+05,4.090071269883467350e+06,8.459999999999999432e+01
2.561371459504847589e+05,4.090046139674495906e+06,8.540000000000000568e+01
2.561626456406683719e+05,4.090021120499029290e+06,8.520000000000000284e+01
2.561874826088666741e+05,4.089995076111942530e+06,8.450000000000000000e+01
2.562125381411667040e+05,4.089967393264060840e+06,8.490000000000000568e+01
2.562377123855119571e+05,4.089939004088943824e+06,8.470000000000000284e+01
2.562630370353018516e+05,4.089910914643478114e+06,8.490000000000000568e+01
2.545371091786854377e+05,4.089911835627121385e+06,8.970000000000000284e+01
2.545518648305351380e+05,4.089945689234699123e+06,8.990000000000000568e+01
2.545675319688339659e+05,4.089979701493309345e+06,9.009999999999999432e+01
2.545833519295341684e+05,4.090013779192787129e+06,9.040000000000000568e+01
2.545986420451811282e+05,4.090047569109295961e+06,9.059999999999999432e+01
2.546130138183835661e+05,4.090081044443988707e+06,9.070000000000000284e+01
2.546264017501080525e+05,4.090114363394102547e+06,9.090000000000000568e+01
2.546392131978954712e+05,4.090147778559642378e+06,9.109999999999999432e+01
2.546521327184361871e+05,4.090181205929467455e+06,9.109999999999999432e+01
2.546656487195383233e+05,4.090214114880648442e+06,9.120000000000000284e+01
2.546800185661991418e+05,4.090245974259479437e+06,9.120000000000000284e+01
2.546953706005882123e+05,4.090276694150419440e+06,9.109999999999999432e+01
2.547118420480611676e+05,4.090306715213302989e+06,9.090000000000000568e+01
2.547293288500815397e+05,4.090336649646926671e+06,9.070000000000000284e+01
2.547473066848882008e+05,4.090367193145306781e+06,9.000000000000000000e+01
2.547647208878594101e+05,4.090398738030209206e+06,8.890000000000000568e+01
2.547805355105763301e+05,4.090430965625762008e+06,8.740000000000000568e+01
2.547945162690915458e+05,4.090463461749767885e+06,8.729999999999999716e+01
2.548073472866144439e+05,4.090496501511882059e+06,8.729999999999999716e+01
2.548201750844870112e+05,4.090530806053122971e+06,8.770000000000000284e+01
2.548338743653438578e+05,4.090565863810793031e+06,8.759999999999999432e+01
2.548489507762929425e+05,4.090600386369507294e+06,8.750000000000000000e+01
2.548653406085560273e+05,4.090633470159653574e+06,8.740000000000000568e+01
2.548828284856399696e+05,4.090665239064427093e+06,8.720000000000000284e+01
2.549013193728765473e+05,4.090696156671088189e+06,8.679999999999999716e+01
2.549206204311861075e+05,4.090726627193633933e+06,8.600000000000000000e+01
2.549402627842640795e+05,4.090756993279617280e+06,8.550000000000000000e+01
2.549596931969837460e+05,4.090787529973523226e+06,8.540000000000000568e+01
2.549785244011246541e+05,4.090818249472488184e+06,8.559999999999999432e+01
2.549964959475400392e+05,4.090848714999088086e+06,9.000000000000000000e+01
2.550139826122979575e+05,4.090878766423202120e+06,9.079999999999999716e+01
2.550318492081245349e+05,4.090908759034438059e+06,9.059999999999999432e+01
2.550506355732265802e+05,4.090938738283347804e+06,9.070000000000000284e+01
2.550706966488507169e+05,4.090968349496545736e+06,9.070000000000000284e+01
2.550923231751589046e+05,4.090997310277819168e+06,9.059999999999999432e+01
2.551154938624318165e+05,4.091025878919910174e+06,9.070000000000000284e+01
2.551397617983055243e+05,4.091054288086362649e+06,9.079999999999999716e+01
2.551644834582796902e+05,4.091082370685728267e+06,9.100000000000000000e+01
2.551893886609462788e+05,4.091110002514556050e+06,9.109999999999999432e+01
2.552142253693187959e+05,4.091137386678148527e+06,9.120000000000000284e+01
2.552387658046140859e+05,4.091165061204348225e+06,9.129999999999999716e+01
2.552627407889611495e+05,4.091193057991656940e+06,9.129999999999999716e+01
2.552864157947985805e+05,4.091221103251874913e+06,9.129999999999999716e+01
2.553105262036842178e+05,4.091248924008870497e+06,9.140000000000000568e+01
2.553356834571985528e+05,4.091276352676643524e+06,9.150000000000000000e+01
2.553617217239035235e+05,4.091302972918746527e+06,9.150000000000000000e+01
2.553879896256880020e+05,4.091328430533158593e+06,9.170000000000000284e+01
2.554139143368869554e+05,4.091352813823589589e+06,9.190000000000000568e+01
2.554395766513796989e+05,4.091376822844695300e+06,9.209999999999999432e+01
2.554653466120299418e+05,4.091401265639297199e+06,9.250000000000000000e+01
2.554911276423899981e+05,4.091426121829242911e+06,9.009999999999999432e+01
2.555167353354663937e+05,4.091451006890533958e+06,9.200000000000000000e+01
2.555428354668130050e+05,4.091476110631116666e+06,9.209999999999999432e+01
2.555700772017883137e+05,4.091501717061330099e+06,9.120000000000000284e+01
2.555984583081648743e+05,4.091527631084502209e+06,9.050000000000000000e+01
2.556276222484733735e+05,4.091553411145491060e+06,9.009999999999999432e+01
2.556573308122781746e+05,4.091578580735843163e+06,9.020000000000000284e+01
2.556871477307772730e+05,4.091602529067045543e+06,9.020000000000000284e+01
2.557171042977463512e+05,4.091625255154010374e+06,9.020000000000000284e+01
2.557474456039362412e+05,4.091647453874261118e+06,9.020000000000000284e+01
2.557779595505916805e+05,4.091669850119711366e+06,9.029999999999999716e+01
2.558080420502925408e+05,4.091692720538422000e+06,9.040000000000000568e+01
2.558374930894504942e+05,4.091715930911545642e+06,9.050000000000000000e+01
2.558666348701996903e+05,4.091739268117006868e+06,9.090000000000000568e+01
2.558960604919238831e+05,4.091762541725585703e+06,9.170000000000000284e+01
2.559260625511845574e+05,4.091785406834938098e+06,9.209999999999999432e+01
2.560609485146520892e+05,4.092892164373361040e+06,9.220000000000000284e+01
2.560657623396002164e+05,4.092856804867498111e+06,9.240000000000000568e+01
2.560702108243718103e+05,4.092820972863648087e+06,9.250000000000000000e+01
2.560742541669456405e+05,4.092784958460350987e+06,9.270000000000000284e+01
2.560778818930137495e+05,4.092748988379205111e+06,9.290000000000000568e+01
2.560810737803363008e+05,4.092713477007646114e+06,9.309999999999999432e+01
2.560839300289562671e+05,4.092678186989968643e+06,9.320000000000000284e+01
2.560865446621835290e+05,4.092642498641030397e+06,9.329999999999999716e+01
2.560890376748849230e+05,4.092606119335282594e+06,9.340000000000000568e+01
2.560915516341446491e+05,4.092569224132996518e+06,9.359999999999999432e+01
2.560941859154673293e+05,4.092532481272143312e+06,9.370000000000000284e+01
2.560967259874517913e+05,4.092496662560093682e+06,9.370000000000000284e+01
2.560987030614512623e+05,4.092462610267562326e+06,9.370000000000000284e+01
2.560998328039928456e+05,4.092430372385418043e+06,9.350000000000000000e+01
2.561001970532998675e+05,4.092399563810764812e+06,9.329999999999999716e+01
2.561002206155175227e+05,4.092369499790734146e+06,9.290000000000000568e+01
2.550988502815409447e+05,4.089889181216132827e+06,8.970000000000000284e+01
2.551221712165905628e+05,4.089907175066424534e+06,8.979999999999999716e+01
2.551463028037015756e+05,4.089924674982916564e+06,8.990000000000000568e+01
2.551708767469011364e+05,4.089942668397790287e+06,9.000000000000000000e+01
2.551954591090694594e+05,4.089961364142315928e+06,9.009999999999999432e+01
2.552198784315356170e+05,4.089980291408356745e+06,9.009999999999999432e+01
2.552443312497001025e+05,4.089999225420032162e+06,9.020000000000000284e+01
2.552691121778927918e+05,4.090018195933084469e+06,9.020000000000000284e+01
2.552944290238450922e+05,4.090037149563321844e+06,9.029999999999999716e+01
2.553199194151944248e+05,4.090055832295267843e+06,9.040000000000000568e+01
2.553449564888157765e+05,4.090074295096206944e+06,9.059999999999999432e+01
2.553691002235740889e+05,4.090092926543168258e+06,9.070000000000000284e+01
2.553921365393439191e+05,4.090112326684535481e+06,9.079999999999999716e+01
2.554139936461255711e+05,4.090133075474253856e+06,9.090000000000000568e+01
2.554347192524496641e+05,4.090155382189652883e+06,9.100000000000000000e+01
2.554546194151736272e+05,4.090178956152507104e+06,9.109999999999999432e+01
2.554741526743283321e+05,4.090203002256378997e+06,9.109999999999999432e+01
2.554937254777069320e+05,4.090226625548938755e+06,9.109999999999999432e+01
2.555135480606211349e+05,4.090249663276440930e+06,9.109999999999999432e+01
2.555336029161550687e+05,4.090272740522875451e+06,9.109999999999999432e+01
2.555534368530439970e+05,4.090296449252741411e+06,9.100000000000000000e+01
2.555725093439865450e+05,4.090321032881446648e+06,9.090000000000000568e+01
2.555905272691991122e+05,4.090346633353260346e+06,9.090000000000000568e+01
2.556076355828997912e+05,4.090373066550256684e+06,9.090000000000000568e+01
2.556244610408967419e+05,4.090399594522173516e+06,9.090000000000000568e+01
2.556419851732644311e+05,4.090425616472063120e+06,9.079999999999999716e+01
2.556608531816799950e+05,4.090451104273533914e+06,9.079999999999999716e+01
2.556809856204069802e+05,4.090476146301305853e+06,9.079999999999999716e+01
2.557017526591422502e+05,4.090500575031120796e+06,9.059999999999999432e+01
2.557226836328430800e+05,4.090524241346434224e+06,9.000000000000000000e+01
2.557435766016129928e+05,4.090547198447276838e+06,8.909999999999999432e+01
2.557647802656563872e+05,4.090569825684155803e+06,8.809999999999999432e+01
2.557869105564909405e+05,4.090592533024086617e+06,8.770000000000000284e+01
2.558103658385180752e+05,4.090615909031743649e+06,8.879999999999999716e+01
2.558808253099879366e+05,4.090692115432206541e+06,9.429999999999999716e+01
2.559038310266299522e+05,4.090718870228569955e+06,9.509999999999999432e+01
2.559282443937498902e+05,4.090744878085153643e+06,9.659999999999999432e+01
2.559545520060746640e+05,4.090768991714269388e+06,9.800000000000000000e+01
2.559826520958654291e+05,4.090790839602938388e+06,9.550000000000000000e+01
2.560124749860606971e+05,4.090810447366080247e+06,9.540000000000000568e+01
2.560441245831926644e+05,4.090827819538338110e+06,9.529999999999999716e+01
2.560773483387354354e+05,4.090843018721077126e+06,9.450000000000000000e+01
2.561114099495925184e+05,4.090856661409293301e+06,9.340000000000000568e+01
2.561455210712573316e+05,4.090869576515751425e+06,9.209999999999999432e+01
2.561792620617003704e+05,4.090882675019562244e+06,9.159999999999999432e+01
2.562122826891521108e+05,4.090896709580622148e+06,9.079999999999999716e+01
2.562442969914629648e+05,4.090912235668647569e+06,9.000000000000000000e+01
2.562755587945091247e+05,4.090929541939886287e+06,8.929999999999999716e+01
2.563064939633550821e+05,4.090948412008192856e+06,8.859999999999999432e+01
