8.279999999999999716e+01,7.484000000000000341e+01,6.689000000000000057e+01,6.009000000000000341e+01,5.528999999999999915e+01,5.247999999999999687e+01,5.128000000000000114e+01,5.128000000000000114e+01,5.332000000000000028e+01,5.909000000000000341e+01,7.125000000000000000e+01,9.182999999999999829e+01,1.212999999999999972e+02,1.583000000000000114e+02,1.998000000000000114e+02,2.423000000000000114e+02,2.818999999999999773e+02,3.136000000000000227e+02,3.341000000000000227e+02,3.400000000000000000e+02,3.286000000000000227e+02,2.985000000000000000e+02,2.505000000000000000e+02,1.895999999999999943e+02,1.265999999999999943e+02,7.662000000000000455e+01,5.136999999999999744e+01,4.971999999999999886e+01,6.038000000000000256e+01,7.034999999999999432e+01
9.687999999999999545e+01,8.351000000000000512e+01,7.687000000000000455e+01,6.495999999999999375e+01,5.728999999999999915e+01,5.215999999999999659e+01,4.863000000000000256e+01,4.609000000000000341e+01,4.609000000000000341e+01,5.060999999999999943e+01,6.339000000000000057e+01,8.732999999999999829e+01,1.227999999999999972e+02,1.678000000000000114e+02,2.180000000000000000e+02,2.698999999999999773e+02,3.181000000000000227e+02,3.575000000000000000e+02,3.836999999999999886e+02,3.925000000000000000e+02,3.803999999999999773e+02,3.463999999999999773e+02,2.913999999999999773e+02,2.205999999999999943e+02,1.455000000000000000e+02,8.293000000000000682e+01,4.860999999999999943e+01,4.350999999999999801e+01,5.482000000000000028e+01,6.618999999999999773e+01
9.309000000000000341e+01,7.734999999999999432e+01,6.715000000000000568e+01,5.872999999999999687e+01,5.152000000000000313e+01,4.503000000000000114e+01,3.956000000000000227e+01,3.575999999999999801e+01,3.682000000000000028e+01,4.603999999999999915e+01,6.681999999999999318e+01,1.005000000000000000e+02,1.458000000000000114e+02,1.994000000000000057e+02,2.568999999999999773e+02,3.133999999999999773e+02,3.640000000000000000e+02,4.033999999999999773e+02,4.271999999999999886e+02,4.310000000000000000e+02,4.108000000000000114e+02,3.678999999999999773e+02,3.030000000000000000e+02,2.225999999999999943e+02,1.398000000000000114e+02,7.334000000000000341e+01,3.943999999999999773e+01,3.650999999999999801e+01,4.971999999999999886e+01,6.267000000000000171e+01
9.295999999999999375e+01,7.853000000000000114e+01,7.220999999999999375e+01,6.131000000000000227e+01,5.165999999999999659e+01,4.289999999999999858e+01,3.535999999999999943e+01,3.067999999999999972e+01,3.202000000000000313e+01,4.210000000000000142e+01,6.372999999999999687e+01,9.765000000000000568e+01,1.421999999999999886e+02,1.941999999999999886e+02,2.494000000000000057e+02,3.035000000000000000e+02,3.523000000000000114e+02,3.911999999999999886e+02,4.158000000000000114e+02,4.221000000000000227e+02,4.068999999999999773e+02,3.693000000000000114e+02,3.101999999999999886e+02,2.350000000000000000e+02,1.543000000000000114e+02,8.429999999999999716e+01,4.171999999999999886e+01,3.053000000000000114e+01,4.093999999999999773e+01,5.503000000000000114e+01
8.581000000000000227e+01,7.412999999999999545e+01,6.445000000000000284e+01,5.578000000000000114e+01,4.753999999999999915e+01,3.971000000000000085e+01,3.300999999999999801e+01,2.916000000000000014e+01,3.044000000000000128e+01,3.928999999999999915e+01,5.782999999999999829e+01,8.665999999999999659e+01,1.252000000000000028e+02,1.714000000000000057e+02,2.224000000000000057e+02,2.756999999999999886e+02,3.275000000000000000e+02,3.731999999999999886e+02,4.085000000000000000e+02,4.283000000000000114e+02,4.280000000000000000e+02,4.038999999999999773e+02,3.546000000000000227e+02,2.821000000000000227e+02,1.941999999999999886e+02,1.062000000000000028e+02,4.196999999999999886e+01,1.921999999999999886e+01,2.926999999999999957e+01,4.725000000000000000e+01
8.468000000000000682e+01,7.156999999999999318e+01,6.518999999999999773e+01,5.553000000000000114e+01,4.779999999999999716e+01,4.090999999999999659e+01,3.493999999999999773e+01,3.064999999999999858e+01,2.935000000000000142e+01,3.318999999999999773e+01,4.490999999999999659e+01,6.640999999999999659e+01,9.965000000000000568e+01,1.444000000000000057e+02,1.980999999999999943e+02,2.585000000000000000e+02,3.208999999999999773e+02,3.801000000000000227e+02,4.301999999999999886e+02,4.648000000000000114e+02,4.773000000000000114e+02,4.623000000000000114e+02,4.163000000000000114e+02,3.398000000000000114e+02,2.389000000000000057e+02,1.296999999999999886e+02,4.303000000000000114e+01,1.098000000000000043e+01,2.053000000000000114e+01,4.164000000000000057e+01
7.104000000000000625e+01,6.401000000000000512e+01,5.685999999999999943e+01,5.053999999999999915e+01,4.564999999999999858e+01,4.153999999999999915e+01,3.797999999999999687e+01,3.482000000000000028e+01,3.228999999999999915e+01,3.187000000000000099e+01,3.668999999999999773e+01,5.089000000000000057e+01,7.828000000000000114e+01,1.204000000000000057e+02,1.759000000000000057e+02,2.414000000000000057e+02,3.120000000000000000e+02,3.811999999999999886e+02,4.418999999999999773e+02,4.863000000000000114e+02,5.068000000000000114e+02,4.966000000000000227e+02,4.516000000000000227e+02,3.716999999999999886e+02,2.628999999999999773e+02,1.419000000000000057e+02,4.353000000000000114e+01,7.149000000000000021e+00,1.610000000000000142e+01,3.842999999999999972e+01
6.957999999999999829e+01,6.467000000000000171e+01,5.796999999999999886e+01,5.228999999999999915e+01,4.810000000000000142e+01,4.510000000000000142e+01,4.288000000000000256e+01,4.021000000000000085e+01,3.640999999999999659e+01,3.210000000000000142e+01,3.062000000000000099e+01,3.772999999999999687e+01,5.959000000000000341e+01,1.000999999999999943e+02,1.590000000000000000e+02,2.320000000000000000e+02,3.130000000000000000e+02,3.941999999999999886e+02,4.670000000000000000e+02,5.216000000000000227e+02,5.503999999999999773e+02,5.452999999999999545e+02,5.013999999999999773e+02,4.178999999999999773e+02,3.005000000000000000e+02,1.655999999999999943e+02,5.020000000000000284e+01,5.145999999999999908e+00,1.191999999999999993e+01,3.440999999999999659e+01
8.051999999999999602e+01,6.831999999999999318e+01,6.111999999999999744e+01,5.595000000000000284e+01,5.064999999999999858e+01,4.843999999999999773e+01,4.667000000000000171e+01,4.381000000000000227e+01,3.914999999999999858e+01,3.187999999999999901e+01,2.675000000000000000e+01,3.105999999999999872e+01,5.272999999999999687e+01,9.685999999999999943e+01,1.625999999999999943e+02,2.440999999999999943e+02,3.346000000000000227e+02,4.258000000000000114e+02,5.083999999999999773e+02,5.730000000000000000e+02,6.101000000000000227e+02,6.116000000000000227e+02,5.717999999999999545e+02,4.888000000000000114e+02,3.670000000000000000e+02,2.200999999999999943e+02,8.095000000000000284e+01,8.108999999999999986e+00,6.112000000000000099e+00,2.610999999999999943e+01
7.503000000000000114e+01,6.618999999999999773e+01,6.057999999999999829e+01,5.727000000000000313e+01,5.642999999999999972e+01,5.381000000000000227e+01,5.106000000000000227e+01,4.690999999999999659e+01,3.874000000000000199e+01,2.814999999999999858e+01,2.160999999999999943e+01,2.796000000000000085e+01,5.396000000000000085e+01,1.055999999999999943e+02,1.775999999999999943e+02,2.636000000000000227e+02,3.561000000000000227e+02,4.471000000000000227e+02,5.275000000000000000e+02,5.885000000000000000e+02,6.210000000000000000e+02,6.173999999999999773e+02,5.727000000000000455e+02,4.855000000000000000e+02,3.606000000000000227e+02,2.119000000000000057e+02,7.298000000000000398e+01,5.514000000000000234e+00,6.320000000000000284e+00,2.694999999999999929e+01
